"trans","origin"
"隐居山，隐居寺，那里曾留下陶公当年炼丹修行的踪影。","隐居寺，隐居山，陶公炼液栖其间。"
"当初我诚心诚意地攀登在那里，顿时觉得心旷神抬，恬然清静。","凝神闭气昔登攀，恬然但觉心绪闲。"
"那里一些人己长寿得说不清自己的年龄，一个个肌肤如冰雪，还带着处子的面容。","数人不知几甲子，昨夜犹带冰霜颜。"
"自从我离开那里，一年年的发生了变化，但今天我还是能够将那一木一石辨清。","我离虽则岁物改，如今了然失所在。"
"莫要悲伤今天的相别不能尽欢，我预料那里自有诗酒为东的朋友对我远接高迎。","别君莫道不尽欢，悬知乐客遥相待。"
"石门就像《桃花源记》里描写的那样，到处是溪水绕着桃花。我要访问的人家也是不知有汉，有唐，更不知世间的情景。","石门流水遍桃花，我亦曾到秦人家。"
"不知从那里弄来的鸡肉、猪羊招待我，人家周围是一片片桑麻丛生。","不知何处得鸡豕，就中仍见繁桑麻。"
"他们自由自在地生活在世外，有时又骑弯驾鹤，不知道他们的游踪。","翛然远与世事间，装鸾驾鹤又复远。"
"有这么好的地方，我何必整天和那些权贵们打交道呢？费心巨力，即使能聚万贯家产也是徒劳无用。","何必长从七贵游，劳生徒聚万金产。"
"告别您，长相思，往日的欢聚就像云散雨停。","挹君去，长相思，云游雨散从此辞。"
"要想知道我在此别离时心情有多悲伤，您可以看看那傍晚的杨柳在春风中依依舞动的情景。","欲知怅别心易苦，向暮春风杨柳丝。"
"燕南的壮士高渐离和吴国的豪侠专诸，一个用灌了铅的筑去搏击秦始皇，一个用鱼腹中的刀去刺杀吴王僚。","燕南壮士吴门豪，筑中置铅鱼隐刀。"
"他们都是为报君恩以命相许，视掷泰山之重如鸿毛之轻。","感君恩重许君命，太山一掷轻鸿毛。"
"戴红巾报时官手执更筹报晓，更衣官才给皇帝送上翠云裘。","绛帻鸡人报晓筹，尚衣方进翠云裘。"
"九重的皇宫打开了金红宫门，万国的使臣都躬身朝拜皇帝。","九天阊阖开宫殿，万国衣冠拜冕旒。"
"日光初照遮阳的掌扇在晃动，香烟缭绕黄袍上面绣龙飘浮。","日色才临仙掌动，香烟欲傍衮龙浮。"
"早朝结束还须为皇帝写诏书，佩玉叮当贾至回到凤凰池头。","朝罢须裁五色诏，佩声归到凤池头。"
"往年曾经到五陵去旅游，子夜歌声清丽月光满楼。","昔年曾向五陵游，子夜歌清月满楼。"
"树前点上明烛亮如白昼，身处美女群中忘掉春秋。","银烛树前长似昼，露桃花里不知秋。"
"席中风流公子名叫无忌，座上俊俏佳人号称莫愁。","西园公子名无忌，南国佳人号莫愁。"
"如今碰上乱世都成幻梦，夕阳西下只见江水东流。","今日乱离俱是梦，夕阳唯见水东流！"
"我喜爱你独秀挺立在庭园中的小松，那细叶轻阴带来满座清风。","怜君孤秀植庭中，细叶轻阴满座风。"
"桃李盛开的季节，你虽然寂寞，但进入霜雪繁多的严冬，就显得郁郁葱葱。","桃李盛时虽寂寞，雪霜多后始青葱。"
"一年之内桃李等花卉几经枯荣，而你长大后，则具栋梁之功。","一年几变枯荣事，百尺方资柱石功。"
"请告诉那些去西园观花的人们：在雪飞霜落的园中，他们定会为枝叶光秃秃的桃李等花卉而悲伤动容！","为谢西园车马客，定悲摇落尽成空。"
"玄武湖已成了汪洋漫漫，一片降旗挂上百尺之竿。","北湖南埭水漫漫，一片降旗百尺竿。"
"三百余年如同一场短梦，金陵钟山真的有那龙盘？","三百年间同晓梦，钟山何处有龙盘。"
"站在溪桥远眺，落日西斜，距地两竿，对岸杨柳含烟，淡影朦胧。","两竿落日溪桥上，半缕轻烟柳影中。"
"水面上，荷叶亭亭、相簇相拥，一阵西风吹过，满溪荷叶随风翻转，似含无限愁情。","多少绿荷相倚恨，一时回首背西风。"
"秋天的声音都会扰乱客子离人的心绪，云梦泽上芦苇苍苍，凄冷的秋雨下得很浓密。","秋声无不搅离心，梦泽蒹葭楚雨深。"
"雨滴自己滴到台阶前的大梧桐叶，关您什么事呢而作哀伤的吟唱？","自滴阶前大梧叶，干君何事动哀吟。"
"澧水桥西边的小路弯弯曲曲，太阳升得很高了还没有走到你家里。","澧水桥西小路斜，日高犹未到君家。"
"村园的门巷多么相似，春风里处处都盛开着枳壳花。","村园门巷多相似，处处春风枳壳花。"
"连昌宫长满了宫竹，年岁太久无人来管理，竹子长得高而密，枝叶纠结在一起。","连昌宫中满宫竹，岁久无人森似束。"
"又有墙头碧桃，红色的花瓣被风纷纷吹落。","又有墙头千叶桃，风动落花红蔌蔌。"
"住在连昌宫旁的老人向我哭诉，少年时曾因向皇帝进贡食物而入到宫中。","宫边老翁为余泣，小年进食曾因入。"
"唐玄宗正在望仙楼，杨贵妃一起倚着栏杆而立。","上皇正在望仙楼，太真同凭阑干立。"
"楼上楼前都是缀戴着珍珠、翡翠的宫女们，光彩鲜明闪烁照耀天地。","楼上楼前尽珠翠，炫转荧煌照天地。"
"归来后如梦又如痴，哪里能从容详尽地诉说宫中之事。","归来如梦复如痴，何暇备言宫里事。"
"当时刚刚过了大寒食而到了小寒食，城里的店舍都不见炊烟，只有宫边的树木翠绿如常。","初过寒食一百六，店舍无烟宫树绿。"
"夜半月亮升得很高了，宫中传出了琴弦的鸣声，原来是贺怀志压场的琵琶声。","夜半月高弦索鸣，贺老琵琶定场屋。"
"高力士传唤寻找名倡念奴，念奴潜伴皇帝的随从侍卫人员过夜。","力士传呼觅念奴，念奴潜伴诸郎宿。"
"片刻找到又接连催促，特别下令街上准许燃起烛火。","须臾觅得又连催，特敕街中许然烛。"
"睡在红纱帐里的念奴满眼春意，充满娇气，用手整理一下头发很快就妆束好了。","春娇满眼睡红绡，掠削云鬟旋装束。"
"来到宫中刚刚歌唱一声，邠王李承宁随即吹管笛与之相和。","飞上九天歌一声，二十五郎吹管逐。"
"急奏整套的凉州曲调末了，各种龟兹乐曲热烈地连番演奏。","逡巡大遍凉州彻，色色龟兹轰录续。"
"吹笛少年李谟靠着宫墙，偷学了许多新曲子。","李谟擫笛傍宫墙，偷得新翻数般曲。"
"天大亮的时候皇帝的车驾发往行宫，万人歌舞在道路上。","平明大驾发行宫，万人歌舞涂路中。"
"百官的仪仗队避开歧王李范、薛王李业，杨贵妃的姐姐韩国夫人、虢国夫人、秦国夫人的车行轻快迅速。","百官队仗避岐薛，杨氏诸姨车斗风。"
"第二年十月洛阳被攻破，御用的道路还在，安禄山的军队经过。","明年十月东都破，御路犹存禄山过。"
"强迫供应食宿不敢有私藏，百姓们无声暗暗流泪。","驱令供顿不敢藏，万姓无声泪潜堕。"
"西京长安和东京洛阳收复后六七年，却寻家舍在行宫前。","两京定后六七年，却寻家舍行宫前。"
"尔后相传的六位皇帝不到离宫，宫门久闭。","庄园烧尽有枯井，行宫门闭树宛然。"
"听来来往往的少年说起长安，知道了玄武楼建成，花萼楼荒废。","尔后相传六皇帝，不到离宫门久闭。"
"去年使者奉皇命来连昌宫砍竹子。","往来年少说长安，玄武楼成花萼废。"
"偶尔遇上门打开，我跟着进去了一会儿。","去年敕使因斫竹，偶值门开暂相逐。"
"杂草丛木像梳齿那样密密地排列着填满了池塘。狐狸、兔子胆大 ，见人并不逃逸，绕着树木。","荆榛栉比塞池塘，狐兔骄痴缘树木。"
"舞榭倾斜（榭：台有屋叫榭），地基还在，雕有花纹的窗子幽深仍绿。","舞榭欹倾基尚在，文窗窈窕纱犹绿。"
"尘土埋没了粉壁，陈旧的金属花片。鸟儿啄着挂在檐棱间的铃铎或金属，发出碎玉般的声音。","尘埋粉壁旧花钿，乌啄风筝碎珠玉。"
"玄宗皇帝偏爱靠近台阶的花朵，依然将皇帝的坐具靠近台阶斜坡。","上皇偏爱临砌花，依然御榻临阶斜。"
"蛇出燕巢盘绕在斗栱之上，香案腐朽，长出菌蕈来，正在那天子所居的衙。","蛇出燕巢盘斗栱，菌生香案正当衙。"
"寝殿相连的端正楼，杨贵妃在楼上梳洗。","寝殿相连端正楼，太真梳洗楼上头。"
"晨光未出，室内已有人在活动，至今反挂着珊瑚制成的帘钩。","晨光未出帘影黑，至今反挂珊瑚钩。"
"我把宫中遗迹指示给人看却因此伤心痛哭，退出宫门时眼泪还不断地流淌。","指似傍人因恸哭，却出宫门泪相续。"
"自从此后宫门再也没有打开过，每天晚上只有狐狸窜上门屋。","自从此后还闭门，夜夜狐狸上门屋。"
"我听了老人的这番话后心里也禁不住悲伤，问道：“是谁开创了太平盛世，又是谁招致这一混乱局面呢？”","我闻此语心骨悲，太平谁致乱者谁。"
"老人说：“乡野老人哪能分辨得出呢？我就把耳闻目见的事情跟你说说吧。","翁言野父何分别，耳闻眼见为君说。"
"姚崇、宋璟作宰相时，劝谏皇帝李隆基言语恳切。","姚崇宋璟作相公，劝谏上皇言语切。"
"宰相协助皇帝处理政务，粮食丰收，调和中外没有战争杀伐之事。","燮理阴阳禾黍丰，调和中外无兵戎。"
"长官清正廉洁，太守杰出，人材的选用都说由于用人施政至为公正。","长官清平太守好，拣选皆言由相公。"
"开元末年姚崇、宋璟相继逝世，朝廷渐渐信任听从杨贵妃。","开元之末姚宋死，朝廷渐渐由妃子。"
"安禄山自请为杨贵妃养子，出入宫廷，无所禁忌。","禄山宫里养作儿，虢国门前闹如市。"
"虢国夫人门前倚势弄权，钻营者不绝于门，如市上一样热闹。","弄权宰相不记名，依稀忆得杨与李。"
"当时弄权宰相名字记不得了，依稀记得是杨国忠和李林甫。朝廷制定的国家大计颠倒，四海飘摇，安史之乱所留下的民生调敝的残破混乱局面持续了五十年。","庙谟颠倒四海摇，五十年来作疮痏。"
"当今皇帝圣明，丞相裴度贤明，诏书刚下，便平定了吴蜀两地的藩镇叛乱。","今皇神圣丞相明，诏书才下吴蜀平。"
"官军又攻克了叛乱藩镇淮西节度使吴元济，此贼又除，天下安宁。","官军又取淮西贼，此贼亦除天下宁。"
"我年年耕种宫前道路旁的土地，现在乱世既平，为迎接皇帝出巡，今年就不叫子孙在宫前耕种了。”","年年耕种宫前道，今年不遣子孙耕。"
"老人这样做的意思是殷切地盼望皇帝前来，希望皇帝努力于国家大计，不要再起战争杀伐。","老翁此意深望幸，努力庙谋休用兵。"
"西施般的美女拂晓还做着梦在清冷的纱帐中，芳香的环形发髻半覆着沉檀枕，蓬蓬松松。","西施晓梦绡帐寒，香鬟堕髻半沉檀。"
"室外响起了咿咿呀呀像玉鸣一样的辘轳声，把芙蓉般的美人从酣睡中惊醒。","辘轳咿哑转鸣玉，惊起芙蓉睡新足。"
"打开双鸾镜套，镜子像秋水般光洁，站在象牙床上，解开发髻面对明镜。","双鸾开镜秋水光，解鬟临镜立象床。"
"一头长长的香丝乌云般一直撒落在地上，玉篦梳理着那细润柔美的头发静静无声。","一编香丝云撒地，玉钗落处无声腻。"
"细嫩的双手推弄着乌黑的发盘，青翠滑润，连宝钗都不能插定。","纡手却盘老鸦色，翠滑宝钗簪不得。"
"烂漫的春风吹得她娇柔倦懒，十八岁的美人发髻高高，好像力不能胜。","春风烂漫恼娇慵，十八鬟多无气力。"
"梳理成的发髻美好而又齐正，穿着华美的服装把脚步轻缓地移动。","妆成婑鬌欹不斜，云裾数步踏雁沙。"
"背着人脉脉不语，她将去向何处？走下台阶折枝樱桃戴在头顶。","背人不语向何处？下阶自折樱桃花。"
"民工不断地采玉啊采玉，要采那珍贵的水碧。不过是雕琢成贵妇的首饰，替贵妇们装扮容姿。","采玉采玉须水碧，琢作步摇徒好色。"
"老汉饥寒交迫来采玉，闹腾得水中蛟龙也愁戚。碧蓝的蓝溪水啊，也被翻搅得浑浊不清了。","老夫饥寒龙为愁，蓝溪水气无清白。"
"夜黑雨狂的山冈上，老汉只好以榛子充饥。杜鹃声声哀怨啼血，就像老汉悲伤的泪滴。","夜雨冈头食蓁子，杜鹃口血老夫泪。"
"又深又险的蓝溪水，把多少采玉工人活活吞食。葬身水中的冤魂啊，纵然过了千年仍怨恨蓝溪。","蓝溪之水厌生人，身死千年恨溪水。"
"又陡又斜的山坡上，柏树呼啸，风狂雨急。老汉腰系绳索荡悠悠，从山脚直垂到蓝溪底。","斜山柏风雨如啸，泉脚挂绳青袅袅。"
"心理挂念着寒村茅舍里，娇儿弱女在嗷嗷哭啼。看着山崖石级上的悬肠草，老汉的心悲戚无已。","村寒白屋念娇婴，古台石磴悬肠草。"
"眼前正是卢橘花开、枫叶衰败的深秋季节，出得门来遥望远方，京师不知道在远处的哪个地方。","卢橘花开枫叶衰，出门何处望京师。"
"沅水湘江日夜不停地流向东方，为什么就不能为我这个愁情满怀的人驻留片刻听一听我内心的苦衷呢？","沅湘日夜东流去，不为愁人住少时。"
